Text,Category,Label,KG_Sent1,KG_Sent2
"RT @WHO: @pahowho @WHO_Europe @WHOEMRO @WHOAFRO @WHOWPRO @WHOSEARO No woman should die from #CervicalCancer. We have the technical, medical…",medical,2,"RT @WHO: @pahowho @WHO_Europe @WHOEMRO @WHOAFRO @WHOWPRO @WHOSEARO No woman should die from #CervicalCancer. We have the technical, medical…","RT @WHO: @pahowho @WHO_Europe @WHOEMRO @WHOAFRO @WHOWPRO @WHOSEARO No woman should die from #CervicalCancer. We have the technical, medical…"
"We have 57 jobs open today at Fresenius Medical Care (@Jobs_FMCNA), HCA Healthcare (@careersathca), Health eCareers (@HeC_Jobs), and more.",medical,2,"We have 57 jobs open today at Fresenius Medical Care(Company) (@Jobs_FMCNA), HCA Healthcare(Healthcare company) (@careersathca), Health eCareers (@HeC_Jobs), and more.","We have 57 jobs open today at Company (@Jobs_FMCNA), Healthcare company (@careersathca), Health eCareers (@HeC_Jobs), and more."
RT @grangershug: this movie is literally art i can’t shut up about it https://t.co/9wuUlezazt,entertainment,1,RT @grangershug: this movie is literally art i can’t shut up about it https://t.co/9wuUlezazt,RT @grangershug: this movie is literally art i can’t shut up about it https://t.co/9wuUlezazt
Medical error is the third leading cause of death. @ThaddeusMedical makes smart packaging technology for temperatur… https://t.co/azYkXq9uba,medical,2,Medical error is the third leading cause of death. @ThaddeusMedical makes smart packaging technology for temperatur… https://t.co/azYkXq9uba,Medical error is the third leading cause of death. @ThaddeusMedical makes smart packaging technology for temperatur… https://t.co/azYkXq9uba
"RT @BlatantLie: This is a call to arms, we should listen, we should act. 

A new movement out of the ashes: What now for Remain? https://t.…",politics,3,"RT @BlatantLie: This is a call to arms, we should listen, we should act. A new movement out of the ashes: What now for Remain? https://t.…","RT @BlatantLie: This is a call to arms, we should listen, we should act. A new movement out of the ashes: What now for Remain? https://t.…"
"RT @Official_GNCD: [#Golden_Child][📸] #골든차일드 1ST CONCERT
#FUTURE_AND_PAST
D-3 Special Photo

#주찬 #JOOCHAN
#골든차일드 #콘서트 https://t.co/EoMlXz4K…",entertainment,1,RT @Official_GNCD: [#Golden_Child][📸] #골든차일드 1ST CONCERT #FUTURE_AND_PAST D-3 Special Photo #주찬 #JOOCHAN #골든차일드 #콘서트 https://t.co/EoMlXz4K…,RT @Official_GNCD: [#Golden_Child][📸] #골든차일드 1ST CONCERT #FUTURE_AND_PAST D-3 Special Photo #주찬 #JOOCHAN #골든차일드 #콘서트 https://t.co/EoMlXz4K…
RT @Rachael_Swindon: Just before the election Boris Johnson came up with some old mumbo jumbo about a ready-to-go social care rescue packag…,politics,3,RT @Rachael_Swindon: Just before the election Boris Johnson(Prime Minister of the United Kingdom) came up with some old mumbo jumbo about a ready-to-go social care rescue packag…,RT @Rachael_Swindon: Just before the election Prime Minister of the United Kingdom came up with some old mumbo jumbo about a ready-to-go social care rescue packag…
"RT @HapMarin: @mattvogelphoto @iHeartRadio So well deserved, we have been blessed with amazing concert photographies! 👍#MattyVogel #FaveTou…",entertainment,1,"RT @HapMarin: @mattvogelphoto @iHeartRadio So well deserved, we have been blessed with amazing concert photographies! 👍#MattyVogel #FaveTou…","RT @HapMarin: @mattvogelphoto @iHeartRadio So well deserved, we have been blessed with amazing concert photographies! 👍#MattyVogel #FaveTou…"
Why is everyone coming for concert but not suju &amp; nuest!!!!! 😤😤😤,entertainment,1,Why is everyone coming for concert but not suju &amp; nuest!!!!! 😤😤😤,Why is everyone coming for concert but not suju &amp; nuest!!!!! 😤😤😤
"Focused on delivering medical innovation 💊 , @AstraZeneca brings life-changing medicines to millions of people worl… https://t.co/UXhBFYLT2w",medical,2,"Focused on delivering medical innovation 💊 , @AstraZeneca(Pharmaceutical company) brings life-changing medicines to millions of people worl… https://t.co/UXhBFYLT2w","Focused on delivering medical innovation 💊 , Pharmaceutical company brings life-changing medicines to millions of people worl… https://t.co/UXhBFYLT2w"
"RT @TennisPodcast: We have reached our funding target for 2020! 🥳🥳🥳

A massive THANK YOU to everyone who helped us get there. You’re all th…",sports,0,RT @TennisPodcast: We have reached our funding target for 2020! 🥳🥳🥳 A massive THANK YOU to everyone who helped us get there. You’re all th…,RT @TennisPodcast: We have reached our funding target for 2020! 🥳🥳🥳 A massive THANK YOU to everyone who helped us get there. You’re all th…
"RT @Saj_PakPassion: Babar Azam ""I am thankful to ICC &amp; its jury for recognising my achievements with the bat in 2019 &amp; considering me worth…",sports,0,"RT @Saj_PakPassion: Babar Azam ""I am thankful to ICC &amp; its jury for recognising my achievements with the bat in 2019 &amp; considering me worth…","RT @Saj_PakPassion: Babar Azam ""I am thankful to ICC &amp; its jury for recognising my achievements with the bat in 2019 &amp; considering me worth…"
"RT @docsquiddy: What up, I'm doc, I have diabetes and I'm disabled, but I'm a really good writer who's done a bunch of cool projects. I don…",medical,2,"RT @docsquiddy: What up, I'm doc, I have diabetes and I'm disabled, but I'm a really good writer who's done a bunch of cool projects. I don…","RT @docsquiddy: What up, I'm doc, I have diabetes and I'm disabled, but I'm a really good writer who's done a bunch of cool projects. I don…"
"@aulonaaa4 @auroramazreku_ bruuuuh u should worry urself bout all that, at least buy a pair of medical gloves yall… https://t.co/5zu6IdsoST",medical,2,"@aulonaaa4 @auroramazreku_ bruuuuh u should worry urself bout all that, at least buy a pair of medical gloves yall… https://t.co/5zu6IdsoST","@aulonaaa4 @auroramazreku_ bruuuuh u should worry urself bout all that, at least buy a pair of medical gloves yall… https://t.co/5zu6IdsoST"
RT @MithunManhas: Many congratulations to the people of Jammu &amp; Kashmir and the cricketers of the state . Now we have an international stan…,sports,0,RT @MithunManhas: Many congratulations to the people of Jammu &amp; Kashmir(Region in India) and the cricketers of the state . Now we have an international stan…,RT @MithunManhas: Many congratulations to the people of Jammu &amp; Region in India and the cricketers of the state . Now we have an international stan…
MEDICAL SCIENCE us - Manager of Data Science and Analytics - Monica Andy Manager of Data Science and Analytics Chic… https://t.co/iGxGzbHRcN,medical,2,MEDICAL SCIENCE us - Manager of Data Science and Analytics - Monica Andy Manager of Data Science and Analytics Chic… https://t.co/iGxGzbHRcN,MEDICAL SCIENCE us - Manager of Data Science and Analytics - Monica Andy Manager of Data Science and Analytics Chic… https://t.co/iGxGzbHRcN
"RT @nytimes: Breaking News: House Democrats shared new records supporting the Trump impeachment charges, adding pressure on Republicans to…",politics,3,"RT @nytimes: Breaking News: House Democrats shared new records supporting the Trump(Musical instrument) impeachment charges, adding pressure on Republicans to…","RT @nytimes: Breaking News: House Democrats shared new records supporting the Musical instrument impeachment charges, adding pressure on Republicans to…"
RT @Cait1602: Made my day brighter 😊 A short mention and a pic in our local newspaper about Concert for National Bushfire Relief @QueenWill…,entertainment,1,RT @Cait1602: Made my day brighter 😊 A short mention and a pic in our local newspaper about Concert for National Bushfire Relief @QueenWill…,RT @Cait1602: Made my day brighter 😊 A short mention and a pic in our local newspaper about Concert for National Bushfire Relief @QueenWill…
"Ukraine prosecutor offered information related to Biden in exchange for ambassador’s ouster, newly released materia… https://t.co/ECvN8uteAS",politics,3,"Ukraine prosecutor offered information related to Biden in exchange for ambassador’s ouster, newly released materia… https://t.co/ECvN8uteAS","Ukraine prosecutor offered information related to Biden in exchange for ambassador’s ouster, newly released materia… https://t.co/ECvN8uteAS"
I'm actually scared as hell I never went to a concert before ?????,entertainment,1,I'm actually scared as hell I never went to a concert before ?????,I'm actually scared as hell I never went to a concert before ?????
"RT @UniofLincolnSWC: In order to be eligible for a Learning Support Plan or to apply for Disabled Students allowance, you will need to prov…",medical,2,"RT @UniofLincolnSWC: In order to be eligible for a Learning Support Plan or to apply for Disabled Students allowance, you will need to prov…","RT @UniofLincolnSWC: In order to be eligible for a Learning Support Plan or to apply for Disabled Students allowance, you will need to prov…"
"Looking to join Fresenius Medical Care (@Jobs_FMCNA), Life Care, or HCA Healthcare (@careersathca)? View 118 openin… https://t.co/jCnqTMisSa",medical,2,"Looking to join Fresenius Medical Care(Company) (@Jobs_FMCNA), Life Care, or HCA Healthcare(Healthcare company) (@careersathca)? View 118 openin… https://t.co/jCnqTMisSa","Looking to join Company (@Jobs_FMCNA), Life Care, or Healthcare company (@careersathca)? View 118 openin… https://t.co/jCnqTMisSa"
"RT @Scaramucci: Name one Hollywood movie where the bully won?

Exactly. 

We can defeat @realDonaldTrump and we will.",entertainment,1,RT @Scaramucci: Name one Hollywood movie where the bully won? Exactly. We can defeat @realDonaldTrump and we will.,RT @Scaramucci: Name one Hollywood movie where the bully won? Exactly. We can defeat @realDonaldTrump and we will.
"RT @Dextrocardiac1: You don't represent us, don't you dare use such hashtags of doctors against NRC, earlier you maligned AIIMS institution…",politics,3,"RT @Dextrocardiac1: You don't represent us, don't you dare use such hashtags of doctors against NRC(Newspaper), earlier you maligned AIIMS(Entrance exam) institution…","RT @Dextrocardiac1: You don't represent us, don't you dare use such hashtags of doctors against Newspaper, earlier you maligned Entrance exam institution…"
"RT @cnni: Former US Ambassador to Ukraine Marie Yovanovitch has called for an investigation into the ""disturbing"" notion that she was under…",politics,3,"RT @cnni: Former US Ambassador to Ukraine Marie Yovanovitch(Former United States Ambassador to Ukraine) has called for an investigation into the ""disturbing"" notion that she was under…","RT @cnni: Former US Ambassador to Ukraine Former United States Ambassador to Ukraine has called for an investigation into the ""disturbing"" notion that she was under…"
@IsbUnited Something cricket related please🙏,sports,0,@IsbUnited Something cricket related please🙏,@IsbUnited Something cricket related please🙏
"RT @ExoCharts9: 🌸Dear EXOLs,,

Please sign this petition for @SMTOWNGLOBAL to protect Jongade 🌸
Currently the petition gathered 45k signs.…",entertainment,1,"RT @ExoCharts9: 🌸Dear EXOLs,, Please sign this petition for @SMTOWNGLOBAL to protect Jongade 🌸 Currently the petition gathered 45k signs.…","RT @ExoCharts9: 🌸Dear EXOLs,, Please sign this petition for @SMTOWNGLOBAL to protect Jongade 🌸 Currently the petition gathered 45k signs.…"
what if we went to the king princess concert in nashville together... and we were both girls🤔haha jk... unless🥺,entertainment,1,what if we went to the king princess concert in nashville together... and we were both girls🤔haha jk... unless🥺,what if we went to the king princess concert in nashville together... and we were both girls🤔haha jk... unless🥺
"RT @Mocking26727418: #5GGlobalProtestDay❤️25/01/20❤️Time To Rise as One-4,800 scientists, 2,800 medical doctors, 770 beekeepers &amp; 2,000 env…",medical,2,"RT @Mocking26727418: #5GGlobalProtestDay❤️25/01/20❤️Time To Rise as One-4,800 scientists, 2,800 medical doctors, 770 beekeepers &amp; 2,000 env…","RT @Mocking26727418: #5GGlobalProtestDay❤️25/01/20❤️Time To Rise as One-4,800 scientists, 2,800 medical doctors, 770 beekeepers &amp; 2,000 env…"
RT @Stop_The_EU: Tony Blair has been accused of “unacceptable” behaviour after it emerged he has been briefing Emmanuel Macron on how to fo…,politics,3,RT @Stop_The_EU: Tony Blair(Former Prime Minister of the United Kingdom) has been accused of “unacceptable” behaviour after it emerged he has been briefing Emmanuel Macron(President of France) on how to fo…,RT @Stop_The_EU: Former Prime Minister of the United Kingdom has been accused of “unacceptable” behaviour after it emerged he has been briefing President of France on how to fo…
RT @karynmaughan: NPA tells @BDliveSA that fmr Pres Zuma’s lawyers have not informed the state that he will not be attending his corruption…,medical,2,RT @karynmaughan: NPA(Armed force) tells @BDliveSA that fmr Pres Zuma’s lawyers have not informed the state that he will not be attending his corruption…,RT @karynmaughan: Armed force tells @BDliveSA that fmr Pres Zuma’s lawyers have not informed the state that he will not be attending his corruption…
